Position,Level,Salary
Financial Analyst,3,60867
CEO,8,300290
Financial Analyst,10,1004599
HR Manager,10,995885
Manager,6,150285
Content Strategist,6,153556
Content Strategist,4,75250
Region Manager,5,109487
Operations Manager,3,62123
Senior Partner,5,112831
Content Strategist,4,76025
Junior Consultant,10,999890
Business Analyst,7,199894
Business Analyst,3,60557
Product Manager,10,1004579
Junior Consultant,9,503415
Region Manager,2,49214
HR Manager,4,84218
Sales Director,9,500023
Software Engineer,8,299811
Country Manager,7,203839
Region Manager,1,45542
HR Manager,9,498955
Content Strategist,9,503035
Marketing Specialist,4,81275
Manager,7,202932
Senior Partner,2,45950
C-level,2,51555
Data Scientist,7,197097
Operations Manager,1,44233
Senior Consultant,9,496227
Region Manager,9,497324
Senior Consultant,6,146377
Sales Director,10,1004306
Product Manager,3,55729
Manager,9,498236
Software Engineer,6,146890
Sales Director,2,52635
Junior Consultant,1,47056
Software Engineer,3,59832
Sales Director,1,49623
Senior Consultant,8,304893
Partner,1,49751
Operations Manager,7,204311
Region Manager,9,498550
Financial Analyst,8,302916
Sales Director,5,108156
Partner,10,995343
CEO,2,53663
CEO,5,108976
CEO,9,504372
C-level,10,1001114
Business Analyst,9,497815
Content Strategist,4,84325
HR Manager,10,997519
Product Manager,1,41591
Marketing Specialist,8,295294
Senior Partner,1,47653
Data Scientist,9,495854
UX/UI Designer,2,49454
Marketing Specialist,9,495078
Business Analyst,6,153655
Manager,5,108440
HR Manager,10,1001554
Senior Partner,2,52596
Product Manager,4,77091
Business Analyst,1,40530
Region Manager,1,42598
Data Scientist,1,45699
CEO,9,496408
Sales Director,9,497163
Operations Manager,8,301648
Operations Manager,2,54377
HR Manager,9,501073
Senior Consultant,10,1000747
Manager,4,84722
Marketing Specialist,10,1003965
Senior Consultant,10,999722
Partner,2,47984
UX/UI Designer,2,45825
Content Strategist,7,200032
HR Manager,7,195112
Marketing Specialist,3,59568
Region Manager,4,79235
Senior Consultant,9,501705
Marketing Specialist,1,49606
Operations Manager,8,296708
Business Analyst,3,64875
Marketing Specialist,2,51803
Data Scientist,3,64099
Senior Partner,9,495131
Senior Partner,2,47225
Marketing Specialist,3,59026
Content Strategist,1,43221
Region Manager,8,300455
CEO,1,44186
Marketing Specialist,6,149821
Data Scientist,2,50249
Junior Consultant,9,497861
Software Engineer,1,48709
Senior Consultant,7,196709
Product Manager,1,46005
Senior Consultant,2,51366
Data Scientist,1,42003
Content Strategist,6,147481
Senior Consultant,3,58381
Operations Manager,7,202147
Product Manager,9,498062
Country Manager,8,302422
CEO,7,202336
Senior Partner,6,148769
Junior Consultant,7,197551
CEO,2,51312
HR Manager,6,154694
HR Manager,1,48456
Junior Consultant,9,496593
C-level,9,496134
Data Scientist,8,298133
Marketing Specialist,1,49328
Operations Manager,3,55608
Content Strategist,6,153755
Data Scientist,5,105820
Marketing Specialist,1,47254
Content Strategist,4,82321
Business Analyst,9,500287
C-level,4,84833
UX/UI Designer,9,497528
Data Scientist,3,56577
Region Manager,2,53142
Manager,6,145577
Senior Partner,3,56189
Senior Partner,10,999362
Senior Consultant,5,111035
CEO,6,152212
Financial Analyst,10,1004671
Business Analyst,4,83563
Software Engineer,2,53180
Senior Consultant,7,197267
Sales Director,6,150802
UX/UI Designer,10,995021
Manager,7,199382
Region Manager,2,53786
Senior Consultant,7,197561
CEO,3,58310
Senior Partner,8,299089
CEO,5,113054
Senior Partner,7,195581
Marketing Specialist,9,504224
Software Engineer,5,111944
Region Manager,6,151387
Junior Consultant,7,196252
Data Scientist,9,502721
Junior Consultant,7,200100
Content Strategist,3,61029
Operations Manager,5,105981
Senior Consultant,10,998470
Data Scientist,6,154051
Senior Consultant,1,45174
Senior Consultant,4,78285
Senior Consultant,10,997610
Sales Director,4,83070
CEO,4,80391
Country Manager,4,76592
Senior Consultant,6,150875
UX/UI Designer,6,148252
Data Scientist,2,53542
Operations Manager,8,298134
Content Strategist,2,45632
C-level,1,41288
Software Engineer,8,297709
Partner,2,54030
Data Scientist,2,48065
Marketing Specialist,8,304361
Manager,2,51599
Content Strategist,5,112394
Business Analyst,10,1002968
Senior Consultant,8,304708
Software Engineer,9,503934
C-level,10,997823
CEO,3,60978
UX/UI Designer,6,147597
C-level,7,198412
Junior Consultant,9,498267
Content Strategist,9,500022
Marketing Specialist,5,106038
Financial Analyst,4,84925
Country Manager,1,46968
Senior Partner,7,202243
Senior Partner,8,296517
Country Manager,9,495111
Financial Analyst,3,64104
UX/UI Designer,9,495903
Region Manager,6,152591
Product Manager,5,107477
Operations Manager,2,47358
Operations Manager,8,301375
Sales Director,1,41876
HR Manager,1,44101
Manager,10,997508
Manager,3,55662
Sales Director,7,198666
C-level,7,195507
Sales Director,10,1003623
CEO,4,84008
HR Manager,8,302101
C-level,1,47882
Product Manager,5,109002
UX/UI Designer,9,502527
Product Manager,8,297025
Junior Consultant,5,112199
HR Manager,5,109692
Software Engineer,4,84659
Senior Consultant,4,75567
CEO,5,106179
Financial Analyst,6,146152
Content Strategist,1,46004
Region Manager,9,501290
Financial Analyst,3,58958
Business Analyst,10,1004024
Senior Partner,9,499673
Sales Director,3,62106
Operations Manager,6,145869
HR Manager,3,56064
Junior Consultant,10,1004518
HR Manager,6,147292
Junior Consultant,2,47514
Business Analyst,8,297555
Country Manager,7,199441
Software Engineer,4,78257
Financial Analyst,7,204703
Data Scientist,7,199646
Country Manager,5,109214
Financial Analyst,6,149419
HR Manager,4,83687
Junior Consultant,2,52203
Software Engineer,2,49621
Region Manager,5,109205
Business Analyst,2,52655
Country Manager,8,303546
C-level,9,497511
Marketing Specialist,4,79187
Product Manager,3,56389
Operations Manager,5,108389
Financial Analyst,1,41850
Senior Consultant,2,50746
Senior Consultant,2,54467
C-level,5,114165
Senior Partner,7,195423
Software Engineer,5,108860
UX/UI Designer,5,113473
Manager,7,195422
Senior Consultant,6,147082
Financial Analyst,10,1002440
Senior Partner,9,496767
Marketing Specialist,4,76369
Content Strategist,3,57967
Product Manager,3,57748
CEO,3,55085
Business Analyst,9,498925
Operations Manager,7,203255
Content Strategist,1,44006
Business Analyst,5,107501
Country Manager,4,82674
Senior Consultant,2,52681
Senior Partner,10,1001546
Data Scientist,10,996031
C-level,4,83427
Region Manager,5,105133
Sales Director,1,45827
Software Engineer,10,998710
Product Manager,4,83952
Partner,6,152159
Content Strategist,5,105673
Content Strategist,7,198332
Marketing Specialist,7,195160
CEO,3,63758
Manager,1,49451
Junior Consultant,4,76528
CEO,7,196546
Product Manager,10,997187
Operations Manager,7,204631
Sales Director,7,199902
Sales Director,6,148188
Senior Consultant,9,497614
Content Strategist,10,1003567
Partner,7,197106
Manager,4,75566
Financial Analyst,1,44124
Financial Analyst,2,52255
Marketing Specialist,8,298058
Content Strategist,4,84764
Marketing Specialist,10,998856
CEO,8,301972
Data Scientist,6,145051
Region Manager,1,47331
Junior Consultant,8,301186
Operations Manager,5,114618
CEO,2,53210
Country Manager,3,60129
CEO,3,60245
Junior Consultant,6,149507
C-level,9,498569
Product Manager,10,997650
Content Strategist,2,48981
Financial Analyst,1,43188
C-level,3,57241
Sales Director,9,495852
Financial Analyst,5,113686
Junior Consultant,2,49655
Financial Analyst,8,304513
Marketing Specialist,1,43816
Content Strategist,7,195722
Region Manager,1,49905
Senior Partner,1,42682
Data Scientist,4,80446
Content Strategist,6,145615
Region Manager,10,997642
Operations Manager,6,145345
Business Analyst,10,995798
Data Scientist,3,63452
Senior Consultant,5,105358
Data Scientist,7,204005
UX/UI Designer,8,304641
CEO,6,150702
Sales Director,10,995769
HR Manager,7,200052
Partner,1,42485
C-level,8,299485
Junior Consultant,1,41930
CEO,10,996424
Business Analyst,7,195560
Senior Partner,8,301461
Product Manager,3,63150
Senior Partner,7,203336
Operations Manager,3,55536
Senior Consultant,5,114732
Manager,7,195777
UX/UI Designer,6,148810
Country Manager,7,202974
Senior Consultant,3,63491
Marketing Specialist,10,998828
CEO,5,111975
HR Manager,1,47489
Senior Consultant,2,54289
Operations Manager,3,62319
Product Manager,3,63311
Senior Consultant,4,75728
Financial Analyst,1,49796
C-level,6,147197
Region Manager,9,502549
C-level,5,106421
Manager,5,110657
CEO,1,42836
Region Manager,9,496310
Senior Partner,4,82706
C-level,4,76633
Region Manager,1,41392
Country Manager,7,198088
Financial Analyst,9,498551
Operations Manager,3,59393
Marketing Specialist,7,195019
Business Analyst,5,105107
CEO,2,48502
Content Strategist,8,300757
Manager,7,203438
Partner,9,499338
Product Manager,1,47227
Data Scientist,1,49455
HR Manager,7,198329
UX/UI Designer,6,149371
Partner,2,51871
Manager,9,502783
Junior Consultant,4,79956
Content Strategist,6,145559
C-level,9,496461
Senior Consultant,5,111631
Business Analyst,3,64639
Sales Director,1,41811
HR Manager,4,82688
Software Engineer,4,78532
Financial Analyst,3,63659
C-level,8,301280
Manager,10,999516
CEO,1,44213
UX/UI Designer,2,51907
Senior Partner,3,64446
Senior Partner,2,51803
Country Manager,10,995644
Business Analyst,9,496039
Product Manager,9,502798
Content Strategist,7,198374
Business Analyst,8,299272
Data Scientist,8,303444
Business Analyst,6,153547
Content Strategist,9,503774
CEO,4,80188
Senior Consultant,10,1001519
Sales Director,2,49572
Senior Consultant,8,303148
HR Manager,5,112714
Partner,2,49921
Manager,7,202651
Content Strategist,5,107305
Manager,4,80258
Partner,1,49525
Content Strategist,6,149924
Junior Consultant,2,47376
Financial Analyst,6,150865
Country Manager,5,105908
Financial Analyst,9,503914
Financial Analyst,1,40552
Content Strategist,5,106883
CEO,3,55027
CEO,2,54312
UX/UI Designer,10,1003116
Region Manager,4,80254
C-level,6,149920
Marketing Specialist,8,302502
Senior Partner,9,496594
Sales Director,7,200914
Operations Manager,10,1001877
Business Analyst,10,1000669
Sales Director,7,202356
Software Engineer,10,1002749
C-level,10,997547
Junior Consultant,5,110020
Product Manager,4,78177
Operations Manager,4,82268
Operations Manager,6,150569
Financial Analyst,3,60158
Product Manager,4,83703
Junior Consultant,8,303392
Content Strategist,6,148358
CEO,9,498745
Data Scientist,7,195976
HR Manager,10,1002570
Product Manager,10,1001351
C-level,7,202696
Content Strategist,8,297470
Software Engineer,6,146130
Partner,3,55152
Product Manager,1,46433
Business Analyst,1,44440
Software Engineer,7,200690
Region Manager,2,50490
Partner,5,106008
Partner,2,54305
Content Strategist,5,110424
Sales Director,7,203214
Software Engineer,2,50563
Financial Analyst,3,62289
Product Manager,9,500136
Manager,3,57707
Business Analyst,8,303819
Marketing Specialist,3,56932
CEO,7,197389
Data Scientist,8,296518
Financial Analyst,3,56881
Country Manager,7,198954
Content Strategist,1,45038
Manager,10,1003079
Sales Director,2,51893
Country Manager,9,501942
Region Manager,2,51037
Operations Manager,3,56940
Manager,1,48725
Region Manager,4,79958
HR Manager,8,302872
Software Engineer,1,47319
Junior Consultant,6,154113
Business Analyst,9,496626
Business Analyst,4,80558
UX/UI Designer,10,997649
Software Engineer,3,56409
Product Manager,4,80694
Partner,4,81082
Senior Partner,1,46399
Business Analyst,5,106918
Data Scientist,2,51955
Business Analyst,5,111612
Operations Manager,10,997017
Content Strategist,4,77990
Software Engineer,2,52274
Operations Manager,10,995503
Sales Director,6,146436
Marketing Specialist,5,109698
Content Strategist,3,59485
Junior Consultant,8,295085
Manager,4,80277
HR Manager,2,52575
Sales Director,5,109805
Country Manager,7,203207
Data Scientist,1,43571
HR Manager,7,201403
Business Analyst,9,502281
Data Scientist,5,109301
Senior Consultant,10,1001135
Product Manager,2,50826
UX/UI Designer,7,203754
Region Manager,4,79120
Software Engineer,7,197030
Software Engineer,3,58975
Country Manager,8,302975
Data Scientist,6,152417
Partner,9,498026
Operations Manager,6,146765
HR Manager,4,82383
Software Engineer,10,996492
Partner,8,304703
Operations Manager,6,153837
UX/UI Designer,8,303842
HR Manager,8,297959
UX/UI Designer,10,1000254
C-level,6,154777
Operations Manager,5,112517
Partner,4,80353
Region Manager,3,62335
Product Manager,8,304424
Product Manager,10,996056
Data Scientist,2,48191
Business Analyst,10,1003197
Operations Manager,1,45034
C-level,7,198035
Content Strategist,4,78734
Marketing Specialist,7,201616
Senior Consultant,3,63676
Business Analyst,5,114034
Senior Consultant,9,497011
HR Manager,1,44813
C-level,6,146913
Marketing Specialist,1,49517
Country Manager,8,299881
Region Manager,10,1003398
Sales Director,8,302457
Software Engineer,10,1001914
Junior Consultant,3,56195
Junior Consultant,4,80827
Content Strategist,5,110660
Marketing Specialist,5,106136
Sales Director,2,50107
Manager,6,151063
Software Engineer,5,113772
Senior Consultant,1,48903
Manager,3,62285
HR Manager,1,43713
HR Manager,5,109174
Marketing Specialist,1,46056
Junior Consultant,6,149006
Sales Director,7,200944
Marketing Specialist,7,202497
Sales Director,8,302598
Senior Partner,7,195708
Data Scientist,5,108373
UX/UI Designer,9,500077
Region Manager,10,1004582
Senior Partner,4,84165
Software Engineer,9,502048
UX/UI Designer,9,500397
Senior Consultant,4,81125
Sales Director,6,149140
Region Manager,7,203494
Partner,4,78465
Junior Consultant,3,57124
Region Manager,9,504635
Senior Consultant,6,150454
Manager,2,52594
CEO,8,298699
UX/UI Designer,1,41045
Sales Director,6,147018
Business Analyst,5,108813
C-level,4,84754
Data Scientist,8,300019
Software Engineer,10,1003231
Product Manager,9,496228
C-level,7,201706
Financial Analyst,9,497588
Sales Director,4,82718
Content Strategist,9,503244
Sales Director,3,55353
Junior Consultant,2,54955
Sales Director,2,52427
Region Manager,3,55773
HR Manager,1,40074
Sales Director,8,303525
Marketing Specialist,5,109299
UX/UI Designer,8,297424
Business Analyst,1,41929
C-level,3,60499
Data Scientist,4,83800
HR Manager,3,62878
Partner,2,48846
C-level,4,75851
Region Manager,8,303470
Sales Director,9,504778
Region Manager,8,300678
C-level,10,995574
Business Analyst,6,152618
UX/UI Designer,4,83943
Sales Director,4,83574
Country Manager,2,46590
Sales Director,2,46408
Partner,7,204111
Data Scientist,10,1000560
HR Manager,4,75263
Content Strategist,4,78921
Software Engineer,9,498619
Content Strategist,5,109611
UX/UI Designer,7,200890
Product Manager,9,502205
Senior Consultant,7,197316
Sales Director,4,83441
Financial Analyst,7,201707
C-level,3,56847
Business Analyst,1,45040
C-level,10,1004921
Region Manager,10,997970
Financial Analyst,8,301829
Software Engineer,8,295086
HR Manager,8,297252
UX/UI Designer,3,59800
Business Analyst,3,62024
Senior Consultant,6,151913
